,DHI,DNI,WS,RH,T,TARGET
329,0,0,1.7,75.83,0.3,0.0
330,0,0,1.8,76.83,0.5,0.0
331,0,0,1.9,75.73,0.7,0.0
332,0,0,1.9,76.83,0.9,0.0
333,0,0,1.9,76.83,0.9,0.0
334,0,0,1.8,77.14,1.0,0.0
335,0,0,1.6,79.39,0.6,0.0
288,0,0,3.0,52.59,-12.1,0.0
289,0,0,2.9,52.59,-12.1,0.0
290,0,0,2.9,51.74,-12.1,0.0
291,0,0,2.9,52.1,-12.2,0.0
292,0,0,2.9,51.31,-12.2,0.0
293,0,0,2.9,51.31,-12.2,0.0
294,0,0,2.9,51.46,-12.2,0.0
295,0,0,2.8,50.64,-12.0,0.0
296,0,0,2.8,51.35,-11.8,0.0
297,0,0,2.7,50.13,-11.5,0.0
298,0,0,2.7,51.26,-11.2,0.0
299,0,0,2.6,50.45,-11.0,0.0
300,0,0,2.5,51.25,-10.8,0.0
301,0,0,2.5,49.65,-10.4,0.0
302,0,0,2.6,50.44,-10.0,0.0
303,18,211,2.7,45.55,-8.7,2.627991813
304,36,467,2.8,46.94,-7.4,9.197839948
305,46,625,2.4,42.48,-6.1,16.8937504
306,56,707,2.1,44.15,-4.7,24.49556122
307,55,810,2.2,40.05,-3.4,32.37872754
308,60,859,2.4,38.1,-2.1,39.13546809
309,77,842,2.6,36.14,-1.4,43.82763311
310,89,905,2.8,36.76,-0.6,50.77203651
311,64,1034,2.9,35.7,-0.2,56.77809068
312,64,1040,3.1,37.23,0.2,58.27940383
313,64,1044,3.2,36.7,0.4,58.46697066
314,62,1046,3.3,38.27,0.6,57.15298053
315,61,1040,3.1,38.27,0.6,54.24371551
316,59,1023,3.0,40.09,0.7,49.73899243
317,56,998,2.6,40.97,0.4,43.82676613
318,50,963,2.2,43.44,0.2,36.69443945
319,46,909,1.5,47.75,-1.1,28.71779768
320,42,802,0.8,50.27,-2.4,19.70857409
321,34,581,0.8,50.27,-2.4,10.1358381
322,17,178,0.5,51.92,-5.2,2.252477776
323,0,0,0.6,55.18,-6.0,0.0
324,0,0,0.8,54.72,-6.8,0.0
325,0,0,1.0,57.83,-7.5,0.0
326,0,0,1.3,56.91,-8.2,0.0
327,0,0,1.6,58.71,-8.6,0.0
328,0,0,2.0,56.62,-8.9,0.0
329,0,0,2.2,57.96,-9.2,0.0
330,0,0,2.5,56.03,-9.4,0.0
331,0,0,2.6,56.92,-9.6,0.0
332,0,0,2.7,53.97,-9.7,0.0
333,0,0,2.7,53.97,-9.7,0.0
334,0,0,2.8,51.83,-9.8,0.0
335,0,0,2.8,51.42,-9.7,0.0
288,0,0,2.2,26.34,15.9,0.0
289,0,0,2.1,27.02,15.5,0.0
290,0,0,2.0,25.21,15.1,0.0
291,0,0,2.0,26.03,14.6,0.0
292,0,0,1.9,25.36,14.1,0.0
293,0,0,2.0,26.2,13.6,0.0
294,0,0,2.0,25.87,13.2,0.0
295,0,0,2.1,26.38,12.9,0.0
296,0,0,2.2,26.3,12.6,0.0
297,3,25,2.6,24.01,14.0,0.187666877
298,25,336,3.0,22.56,15.4,4.503935728
299,39,566,3.3,19.77,17.5,12.01021804
300,48,704,3.7,17.31,19.6,21.01739641
301,56,792,3.3,15.03,21.9,30.68086996
302,62,854,2.9,12.54,24.2,40.53150067
303,67,897,2.7,11.34,25.9,50.10050205
304,72,930,2.5,8.97,27.6,59.38768751
305,76,955,2.2,8.47,28.6,68.11214401
306,80,973,2.0,7.84,29.6,75.99205253
307,83,985,1.7,7.49,30.4,82.7461739
308,85,993,1.5,7.32,31.1,88.37448524
309,88,1000,1.2,7.07,31.7,93.06466145
310,89,1006,0.9,7.04,32.2,96.44147791
311,90,1008,0.7,6.88,32.6,98.41115315
312,91,1005,0.4,6.86,33.0,98.8797896
313,92,1001,0.6,6.75,33.3,98.03514168
314,158,904,0.8,6.84,33.5,94.00095309
315,290,660,1.1,6.81,33.6,83.21232907
316,273,667,1.5,6.97,33.6,79.64742658
317,248,659,1.7,7.05,33.4,73.45591536
318,216,657,2.0,7.1,33.2,66.51386782
319,164,731,2.1,7.3,32.7,62.10496832
320,156,670,2.2,7.53,32.2,52.63002831
321,115,717,2.2,7.53,32.2,45.87537227
322,160,349,2.1,8.89,30.5,29.17690679
323,96,165,1.7,9.75,28.9,14.35416483
324,22,0,1.3,18.95,27.3,2.064033861
325,11,0,1.4,20.94,25.6,1.032036217
326,5,0,1.5,23.62,23.9,0.469116138
327,0,0,1.5,24.48,23.3,0.0
328,0,0,1.5,24.94,22.6,0.0
329,0,0,1.3,26.18,21.8,0.0
330,0,0,1.2,27.21,21.0,0.0
331,0,0,1.2,29.26,19.8,0.0
332,0,0,1.3,30.43,18.5,0.0
333,0,0,1.5,31.2,18.1,0.0
334,0,0,1.8,28.83,17.7,0.0
335,0,0,2.1,29.37,17.4,0.0
288,0,0,2.9,77.26,16.9,0.0
289,0,0,2.8,78.74,16.6,0.0
290,0,0,2.8,79.47,16.3,0.0
291,0,0,2.6,80.48,16.1,0.0
292,0,0,2.5,80.96,15.8,0.0
293,0,0,2.4,82.53,15.5,0.0
294,0,0,2.2,81.72,15.3,0.0
295,0,0,2.2,83.31,15.0,0.0
296,0,0,2.2,81.91,14.8,0.0
297,0,0,2.5,78.82,15.4,0.0
298,20,172,2.8,75.13,16.0,2.627278514
299,41,400,2.8,69.19,17.3,9.007683332000001
300,56,554,2.8,63.72,18.7,17.17063211
301,66,660,2.4,55.28,21.0,26.177515
302,75,736,1.9,42.49,23.4,35.55919872
303,82,791,1.2,38.39,25.1,44.9407332
304,88,834,0.6,29.55,26.7,54.13433606
305,92,867,0.9,27.88,27.7,62.67129802
306,95,893,1.3,24.69,28.7,70.55134433
307,98,912,1.6,23.55,29.5,77.49321529999997
308,100,927,2.0,21.87,30.3,83.49679789
309,101,938,2.3,21.13,30.9,88.28086354
310,103,945,2.5,20.14,31.5,91.84526601
311,106,946,2.7,19.69,31.9,94.00260659
312,108,944,2.8,19.3,32.2,94.7528139
313,110,937,2.9,19.08,32.4,94.00208987
314,112,927,3.0,19.17,32.5,91.93807066
315,114,914,3.0,19.14,32.5,88.56075378
316,203,680,3.1,19.69,32.4,74.48868199
317,253,93,3.0,20.03,32.1,30.86505945
318,200,626,3.0,21.02,31.8,63.41899393
319,111,820,2.9,21.62,31.3,63.60697372
320,107,781,2.8,22.83,30.9,55.16381271
321,100,740,2.8,22.83,30.9,46.43892397
322,99,660,2.6,25.78,29.5,36.96407606
323,93,557,2.2,27.5,28.4,27.30120866
324,77,442,1.8,34.08,27.3,18.10720615
325,54,369,1.8,37.0,25.9,10.97707629
326,30,198,1.8,43.32,24.4,4.31584475
327,4,22,2.1,45.17,23.7,0.375293736
328,0,0,2.3,45.94,23.0,0.0
329,0,0,2.6,47.93,22.3,0.0
330,0,0,2.8,49.78,21.6,0.0
331,0,0,3.0,51.01,21.2,0.0
332,0,0,3.1,53.07,20.7,0.0
333,0,0,3.2,54.39,20.3,0.0
334,0,0,3.2,56.24,19.9,0.0
335,0,0,3.2,57.65,19.5,0.0
288,0,0,2.9,52.29,14.5,0.0
289,0,0,2.9,53.66,14.1,0.0
290,0,0,2.8,52.5,13.8,0.0
291,0,0,3.2,52.17,13.9,0.0
292,0,0,3.6,50.21,14.1,0.0
293,0,0,4.1,49.56,14.3,0.0
294,0,0,4.7,49.32,14.5,0.0
295,0,0,5.0,49.96,14.3,0.0
296,0,0,5.3,53.32,14.1,0.0
297,0,0,4.9,54.02,13.9,0.0
298,0,0,4.5,55.32,13.8,0.0
299,0,0,4.3,54.89,13.9,0.0
300,18,227,4.1,53.14,14.0,2.439669395
301,33,557,4.2,47.94,15.6,10.04000132
302,42,733,4.3,41.3,17.2,19.79815909
303,48,829,4.6,36.21,19.3,29.74346711
304,52,891,4.9,25.94,21.5,39.50062094
305,56,932,4.9,23.97,22.8,48.60101959
306,59,958,4.9,19.44,24.0,56.76299032
307,62,978,4.8,18.42,24.9,63.98673785
308,65,991,4.8,16.7,25.9,69.99058901
309,66,1001,4.7,16.02,26.6,74.68107257
310,66,1009,4.6,14.75,27.4,78.05792203
311,67,1011,4.6,14.33,27.9,79.93387502
312,67,1011,4.7,13.24,28.4,80.30870999999998
313,68,1008,4.9,13.08,28.6,79.27653125
314,93,944,5.0,12.14,28.8,75.05453912
315,95,923,5.2,12.21,28.7,70.73898089
316,257,436,5.4,11.42,28.6,51.41247234
317,149,686,5.5,11.62,28.3,53.195197
318,65,917,5.6,10.85,27.9,52.63251629999999
319,54,909,5.5,11.37,27.1,44.56446544
320,49,864,5.5,11.01,26.4,35.2765641
321,45,793,5.5,11.01,26.4,25.51921658
322,38,678,4.1,13.8,23.3,15.66858236
323,26,472,3.6,15.76,21.1,6.5678280839999985
324,7,80,3.1,19.83,19.0,0.65679797
325,0,0,3.2,20.84,18.2,0.0
326,0,0,3.3,22.07,17.4,0.0
327,0,0,3.1,23.36,16.5,0.0
328,0,0,2.8,25.67,15.6,0.0
329,0,0,2.4,27.4,14.6,0.0
330,0,0,2.0,30.78,13.6,0.0
331,0,0,1.7,32.42,12.8,0.0
332,0,0,1.4,34.98,12.1,0.0
333,0,0,1.3,35.91,11.7,0.0
334,0,0,1.2,37.48,11.2,0.0
335,0,0,1.0,38.23,10.9,0.0
288,0,0,1.1,58.07,-6.7,0.0
289,0,0,1.1,59.88,-7.1,0.0
290,0,0,1.1,60.88,-7.4,0.0
291,0,0,1.0,62.31,-7.7,0.0
292,0,0,1.0,63.87,-8.0,0.0
293,0,0,0.9,64.87,-8.2,0.0
294,0,0,0.8,65.87,-8.3,0.0
295,0,0,0.9,67.42,-8.6,0.0
296,0,0,0.9,69.1,-8.8,0.0
297,0,0,1.0,70.74,-9.1,0.0
298,0,0,1.1,72.62,-9.4,0.0
299,0,0,1.2,73.19,-9.5,0.0
300,0,0,1.4,73.62,-9.6,0.0
301,0,0,1.5,73.04,-9.5,0.0
302,0,0,1.6,72.94,-9.5,0.0
303,6,0,2.0,65.38,-8.1,0.56313739
304,17,0,2.4,63.4,-6.8,1.595533144
305,29,0,2.6,55.69,-5.1,2.721740988
306,45,0,2.7,56.28,-3.4,4.223312288
307,69,6,2.5,49.62,-1.7,6.663323789
308,101,9,2.4,50.9,-0.1,9.760189986
309,114,9,1.9,46.96,1.0,11.07392784
310,150,36,1.5,47.8,2.1,15.57838813
311,147,18,1.0,46.13,2.6,14.54600537
312,164,15,0.5,47.37,3.0,16.04745796
313,183,35,0.8,47.03,3.1,18.67509137
314,183,224,1.2,48.18,3.2,26.27648159
315,173,245,1.3,49.21,2.9,25.52580913
316,119,375,1.5,50.64,2.7,23.74280848
317,95,466,1.6,53.22,2.0,22.2414581
318,77,358,1.7,54.63,1.4,15.29696867
319,55,305,1.4,60.5,0.0,9.947875015
320,32,234,1.0,62.97,-1.4,4.974014036
321,7,44,1.0,62.97,-1.4,0.65694525
322,0,0,0.9,66.41,-3.1,0.0
323,0,0,0.8,68.42,-3.5,0.0
324,0,0,0.8,67.53,-3.8,0.0
325,0,0,0.9,68.55,-4.0,0.0
326,0,0,1.0,67.74,-4.1,0.0
327,0,0,0.9,68.25,-4.2,0.0
328,0,0,0.8,67.79,-4.2,0.0
329,0,0,0.6,68.31,-4.3,0.0
330,0,0,0.5,67.99,-4.4,0.0
331,0,0,0.5,69.54,-4.7,0.0
332,0,0,0.6,69.5,-4.9,0.0
333,0,0,0.7,70.03,-5.0,0.0
334,0,0,0.7,70.41,-5.2,0.0
335,0,0,0.8,70.41,-5.2,0.0
288,0,0,1.2,44.21,9.8,0.0
289,0,0,1.2,46.03,9.2,0.0
290,0,0,1.1,44.94,8.6,0.0
291,0,0,1.4,46.49,8.1,0.0
292,0,0,1.7,46.27,7.5,0.0
293,0,0,1.9,47.94,7.0,0.0
294,0,0,2.0,49.98,6.5,0.0
295,0,0,2.0,51.79,6.0,0.0
296,0,0,2.0,55.37,5.5,0.0
297,0,0,1.8,57.8,4.9,0.0
298,0,0,1.7,59.92,4.4,0.0
299,0,0,1.4,60.34,4.3,0.0
300,10,79,1.1,59.45,4.3,1.126121311
301,37,275,1.2,53.2,5.9,6.475083675
302,64,329,1.3,44.74,7.5,12.57457905
303,108,340,1.5,40.15,9.1,19.98759879
304,141,392,1.8,30.41,10.8,27.77567464
305,147,559,1.9,27.73,12.2,38.84781202
306,91,866,2.0,21.32,13.7,53.29756867
307,67,982,2.0,19.73,14.9,62.96161422
308,69,1000,2.1,15.94,16.2,69.15357172
309,70,1014,2.3,14.96,17.2,74.03197876
310,71,1023,2.5,13.03,18.1,77.50292714
311,70,1027,2.8,12.56,18.7,79.28515922
312,70,1027,3.2,11.68,19.3,79.56612022
313,70,1025,3.4,11.54,19.5,78.44001211
314,69,1019,3.6,11.36,19.7,75.71884045
315,68,1009,3.7,11.43,19.6,71.59050653
316,65,996,3.9,11.67,19.5,66.05474704
317,63,976,3.8,11.96,19.1,59.20558047
318,59,946,3.8,12.47,18.8,51.13652577
319,55,906,3.8,13.21,17.9,42.22323715
320,50,850,3.7,14.38,17.1,32.65292386
321,44,769,3.7,14.38,17.1,22.80074856
322,36,631,2.6,20.55,14.1,13.04283358
323,23,353,2.1,22.98,12.4,4.316414069
324,0,0,1.6,29.31,10.8,0.0
325,0,0,1.5,30.54,10.2,0.0
326,0,0,1.4,32.99,9.7,0.0
327,0,0,1.3,33.88,9.3,0.0
328,0,0,1.2,35.96,8.9,0.0
329,0,0,1.2,36.45,8.7,0.0
330,0,0,1.2,37.4,8.6,0.0
331,0,0,1.3,37.91,8.4,0.0
332,0,0,1.4,39.2,8.2,0.0
333,0,0,1.5,39.74,8.0,0.0
334,0,0,1.5,40.94,7.8,0.0
335,0,0,1.6,42.07,7.4,0.0
288,0,0,0.9,83.5,12.0,0.0
289,0,0,1.0,84.61,11.8,0.0
290,0,0,1.0,82.91,11.5,0.0
291,0,0,1.0,83.91,11.3,0.0
292,0,0,1.1,81.82,11.0,0.0
293,0,0,1.1,83.46,10.7,0.0
294,0,0,1.2,81.17,10.4,0.0
295,0,0,1.2,82.81,10.1,0.0
296,0,0,1.2,80.09,9.9,0.0
297,0,0,1.3,80.62,9.8,0.0
298,0,0,1.4,78.21,9.7,0.0
299,3,24,1.5,72.2,10.9,0.187673271
300,26,326,1.6,70.84,12.2,4.6917647360000005
301,42,561,1.8,64.66,13.6,12.94907141
302,51,702,2.0,62.24,15.0,22.51977765
303,59,787,2.1,56.27,16.6,32.37161105
304,64,845,2.2,47.52,18.1,41.9416567
305,69,887,2.4,43.82,19.4,51.04236064
306,73,920,2.6,37.89,20.7,59.48601878
307,75,943,2.8,35.82,21.6,66.80382706
308,76,961,3.1,32.9,22.5,72.99559448
309,76,976,3.2,31.73,23.1,78.06161188
310,74,987,3.4,30.52,23.7,81.6263875
311,74,991,3.5,29.8,24.1,83.69013506
312,75,992,3.6,29.27,24.4,84.34661804
313,75,990,3.6,28.93,24.6,83.50203005
314,74,984,3.7,29.26,24.7,81.15637819
315,73,974,3.6,29.43,24.6,77.30974468
316,71,961,3.6,30.02,24.5,72.14958618
317,77,928,3.5,30.75,24.1,65.48846891
318,68,919,3.4,30.9,23.8,58.35811174
319,64,887,3.2,32.04,23.2,49.91434119
320,61,839,3.1,32.91,22.6,40.62603813
321,68,707,3.1,32.91,22.6,29.83621276
322,71,483,2.3,38.29,20.6,18.39001971
323,39,495,1.7,43.33,18.6,11.16561458
324,23,296,1.0,53.11,16.6,3.847061024
325,0,0,0.9,55.95,15.8,0.0
326,0,0,0.9,58.98,15.0,0.0
327,0,0,0.9,60.12,14.7,0.0
328,0,0,0.9,62.48,14.3,0.0
329,0,0,0.9,63.7,14.0,0.0
330,0,0,0.9,66.01,13.7,0.0
331,0,0,1.0,67.74,13.3,0.0
332,0,0,1.0,70.43,12.8,0.0
333,0,0,1.1,71.83,12.5,0.0
334,0,0,1.1,72.53,12.2,0.0
335,0,0,1.1,73.4,12.0,0.0
288,0,0,0.9,49.67,1.3,0.0
289,0,0,0.9,50.38,1.1,0.0
290,0,0,0.9,51.23,1.0,0.0
291,0,0,1.0,52.34,0.7,0.0
292,0,0,1.0,54.29,0.5,0.0
293,0,0,1.1,55.08,0.3,0.0
294,0,0,1.2,57.24,0.2,0.0
295,0,0,1.3,57.65,0.1,0.0
296,0,0,1.4,60.62,0.0,0.0
297,0,0,1.3,60.62,0.0,0.0
298,0,0,1.3,64.51,-0.1,0.0
299,0,0,1.3,64.51,-0.1,0.0
300,0,0,1.2,67.57,-0.1,0.0
301,0,0,1.1,64.78,0.5,0.0
302,5,0,1.0,65.53,1.2,0.469233199
303,8,0,1.3,58.89,2.7,0.750760742
304,20,0,1.5,56.24,4.3,1.876868852
305,86,33,1.7,51.37,5.6,9.102683875
306,77,63,1.8,49.72,6.9,9.571757623
307,152,122,2.1,46.13,8.0,19.42480269
308,151,404,2.4,43.77,9.0,33.03118548
309,168,439,2.5,41.77,9.7,37.72282501
310,124,759,2.7,39.36,10.4,51.42275886
311,74,940,2.6,38.08,10.9,57.24034766
312,67,965,2.6,36.24,11.4,57.89688593
313,66,961,2.6,35.77,11.6,56.39538404
314,64,951,2.5,34.65,11.9,53.48629436
315,64,928,2.6,34.88,11.8,49.0760749
316,86,779,2.6,34.79,11.7,40.63090591
317,68,808,2.4,36.19,11.1,35.65784311
318,60,766,2.2,37.78,10.5,28.43262556
319,51,678,1.6,42.33,8.8,20.0815035
320,39,584,1.0,50.23,7.1,12.29311267
321,25,346,1.0,50.23,7.1,4.598187182
322,3,25,0.6,57.99,3.9,0.18768771
323,0,0,0.4,61.86,3.0,0.0
324,0,0,0.2,65.59,2.1,0.0
325,0,0,0.4,69.45,1.3,0.0
326,0,0,0.6,73.07,0.5,0.0
327,0,0,0.8,75.76,0.0,0.0
328,0,0,1.0,76.75,-0.5,0.0
329,0,0,1.1,77.31,-0.6,0.0
330,0,0,1.2,75.17,-0.6,0.0
331,0,0,1.2,75.72,-0.7,0.0
332,0,0,1.3,73.58,-0.7,0.0
333,0,0,1.4,73.58,-0.7,0.0
334,0,0,1.5,72.06,-0.8,0.0
335,0,0,1.6,71.53,-0.7,0.0
288,0,0,3.0,71.06,1.3,0.0
289,0,0,2.7,74.2,0.7,0.0
290,0,0,2.4,73.15,0.0,0.0
291,0,0,2.1,74.76,-0.3,0.0
292,0,0,1.8,71.4,-0.6,0.0
293,0,0,1.7,72.45,-0.8,0.0
294,0,0,1.5,70.07,-1.0,0.0
295,0,0,1.3,71.1,-1.2,0.0
296,0,0,1.1,69.7,-1.3,0.0
297,0,0,1.2,69.79,-1.3,0.0
298,2,14,1.3,68.44,-1.2,0.18769823
299,16,65,1.4,65.03,-0.5,1.970816257
300,23,15,1.6,63.28,0.3,2.44003677
301,43,3,1.8,58.05,1.5,4.129238539
302,58,5,2.1,57.56,2.7,5.630705567000001
303,79,4,2.4,52.52,4.0,7.601343912000001
304,136,17,2.7,53.47,5.3,13.60714963
305,142,8,2.9,49.56,6.4,13.79466767
306,130,4,3.1,50.46,7.5,12.48073891
307,233,22,3.3,48.71,8.0,23.45990663
308,360,74,3.6,50.59,8.4,39.41246986
309,369,65,3.8,50.93,8.3,39.78787045
310,291,21,3.9,54.49,8.1,29.09025224
311,342,31,4.0,54.12,8.2,34.72058548
312,414,58,4.1,56.09,8.2,43.82300925
313,364,44,4.1,54.97,8.5,37.91100077
314,351,35,4.1,54.98,8.8,35.84642213
315,327,65,4.1,54.25,9.0,35.84634334
316,378,115,4.1,54.18,9.2,44.10404276
317,317,40,4.0,56.42,8.6,32.56213566
318,174,11,3.9,59.62,7.9,17.07883079
319,86,2,3.8,62.1,7.3,8.164110316
320,50,0,3.7,65.76,6.6,4.692053521
321,79,14,3.7,65.76,6.6,7.976490986
322,86,27,3.3,69.44,5.7,8.914989873
323,63,0,3.2,71.89,5.2,5.912078404
324,38,0,3.1,72.21,4.7,3.5660351410000004
325,14,0,3.2,75.3,4.1,1.313811084
326,0,0,3.2,74.57,3.5,0.0
327,0,0,3.3,76.71,3.1,0.0
328,0,0,3.3,76.35,2.8,0.0
329,0,0,3.3,77.44,2.6,0.0
330,0,0,3.2,78.01,2.4,0.0
331,0,0,3.1,79.13,2.2,0.0
332,0,0,2.9,79.91,2.0,0.0
333,0,0,2.9,80.48,1.9,0.0
334,0,0,2.9,80.63,1.8,0.0
335,0,0,3.0,81.21,1.7,0.0
288,0,0,1.0,55.86,-12.5,0.0
289,0,0,1.0,56.31,-12.6,0.0
290,0,0,1.0,51.69,-12.6,0.0
291,0,0,1.0,51.27,-12.5,0.0
292,0,0,1.0,45.87,-12.4,0.0
293,0,0,1.0,45.08,-12.2,0.0
294,0,0,1.1,40.41,-12.0,0.0
295,0,0,1.1,39.77,-11.8,0.0
296,0,0,1.1,35.54,-11.7,0.0
297,0,0,1.1,34.98,-11.5,0.0
298,0,0,1.1,31.36,-11.4,0.0
299,0,0,1.1,30.62,-11.1,0.0
300,0,0,1.1,27.43,-10.8,0.0
301,0,0,1.0,26.36,-10.3,0.0
302,0,0,1.0,24.15,-9.7,0.0
303,8,28,0.8,21.48,-8.2,0.844707013
304,33,129,0.6,24.72,-6.6,4.411170175
305,59,269,0.5,21.72,-4.9,10.2299695
306,57,632,0.5,17.31,-3.1,20.64723645
307,86,574,0.7,15.72,-1.8,25.43327791
308,78,755,0.9,16.42,-0.5,34.16081512
309,113,668,1.0,15.25,0.5,37.16355528
310,77,891,1.1,16.92,1.4,45.60936672
311,56,1018,1.2,16.19,2.0,51.23981485
312,54,1041,1.3,17.61,2.7,53.11632252
313,53,1040,1.4,17.24,3.0,52.83461304
314,52,1035,1.4,18.26,3.2,51.14529452
315,51,1023,1.5,18.26,3.2,47.9545789
316,49,1004,1.5,19.58,3.2,43.450039200000006
317,46,976,1.3,20.43,2.6,37.63192357
318,41,934,1.1,26.17,2.1,30.6875477
319,36,872,1.0,29.56,0.4,22.89878145
320,30,772,0.8,35.15,-1.3,14.64047805
321,21,594,0.8,35.15,-1.3,6.56944528
322,8,123,0.9,35.06,-3.5,0.750811899
323,0,0,0.9,36.12,-3.9,0.0
324,0,0,1.0,38.77,-4.4,0.0
325,0,0,1.2,39.36,-4.6,0.0
326,0,0,1.3,40.87,-4.8,0.0
327,0,0,1.6,40.57,-4.7,0.0
328,0,0,1.8,39.84,-4.7,0.0
329,0,0,1.9,39.79,-4.7,0.0
330,0,0,2.1,38.23,-4.7,0.0
331,0,0,2.1,38.23,-4.7,0.0
332,0,0,2.2,35.84,-4.8,0.0
333,0,0,2.3,36.12,-4.9,0.0
334,0,0,2.4,33.34,-5.0,0.0
335,0,0,2.5,33.34,-5.0,0.0
288,0,0,1.4,65.85,0.9,0.0
289,0,0,1.4,66.32,0.8,0.0
290,0,0,1.4,67.22,0.7,0.0
291,0,0,1.3,67.71,0.6,0.0
292,0,0,1.3,68.27,0.5,0.0
293,0,0,1.2,70.79,0.0,0.0
294,0,0,1.1,72.4,-0.5,0.0
295,0,0,1.1,75.09,-1.0,0.0
296,0,0,1.0,76.15,-1.5,0.0
297,0,0,1.1,76.71,-1.6,0.0
298,0,0,1.2,75.51,-1.6,0.0
299,0,0,1.7,70.19,-0.6,0.0
300,9,0,2.1,67.32,0.3,0.844628113
301,36,0,2.4,60.44,1.8,3.378456757
302,61,4,2.6,57.71,3.2,5.81836378
303,88,4,2.4,51.95,4.7,8.352029672999999
304,99,2,2.3,50.49,6.1,9.384158611
305,128,5,2.0,46.82,7.2,12.29309916
306,194,19,1.7,45.81,8.4,19.23703886
307,226,26,1.5,43.12,9.3,22.80270343
308,217,17,1.4,42.36,10.2,21.48875486
309,287,35,1.2,40.65,10.8,29.46473594
310,311,37,0.9,39.93,11.5,31.90424567
311,396,151,0.7,39.15,11.8,48.70073208
312,402,220,0.5,39.03,12.2,54.70597682
313,400,184,0.8,38.52,12.4,51.70313374
314,384,309,1.1,39.04,12.6,59.20981065
315,327,417,1.3,39.29,12.5,60.80507048
316,287,504,1.5,40.1,12.5,61.36808039
317,280,404,1.7,41.17,12.1,51.79713962
318,229,472,1.8,42.99,11.7,48.41927817
319,186,488,2.0,44.43,11.2,41.94483777
320,168,388,2.1,47.15,10.7,32.27987357
321,150,195,2.1,47.15,10.7,20.73794204
322,106,184,1.6,55.24,9.3,14.63877257
323,64,125,1.4,59.56,8.2,8.070190139
324,26,62,1.2,64.11,7.2,2.9090540000000003
325,1,1,1.4,66.34,6.7,0.093840967
326,0,0,1.5,66.0,6.2,0.0
327,0,0,1.5,67.85,5.8,0.0
328,0,0,1.5,68.41,5.4,0.0
329,0,0,1.4,69.85,5.1,0.0
330,0,0,1.2,71.1,4.7,0.0
331,0,0,1.1,73.11,4.3,0.0
332,0,0,0.9,74.16,3.9,0.0
333,0,0,0.8,75.74,3.6,0.0
334,0,0,0.7,76.46,3.3,0.0
335,0,0,0.7,78.0,3.0,0.0
288,0,0,2.7,58.49,14.8,0.0
289,0,0,3.0,58.8,14.7,0.0
290,0,0,3.4,53.9,14.6,0.0
291,0,0,3.6,54.59,14.4,0.0
292,0,0,3.7,49.13,14.2,0.0
293,0,0,3.8,49.77,14.0,0.0
294,0,0,3.9,44.45,13.9,0.0
295,0,0,3.9,44.74,13.8,0.0
296,0,0,3.8,39.76,13.7,0.0
297,0,0,3.7,39.51,13.8,0.0
298,0,0,3.7,36.48,13.8,0.0
299,13,129,3.8,33.55,15.1,1.407484556
300,32,445,4.0,30.53,16.3,7.787978485
301,45,631,3.7,26.75,18.4,16.79537314
302,54,744,3.3,24.66,20.4,26.64682184
303,62,815,3.4,21.96,22.3,36.59170236
304,81,815,3.4,19.03,24.1,45.12887328
305,228,391,3.5,18.06,25.0,42.40758609
306,279,161,3.5,16.05,25.9,36.02732732
307,269,26,3.5,15.4,26.6,27.02028756
308,329,45,3.6,14.58,27.3,34.15037843
309,326,32,3.7,14.24,27.7,33.02439656
310,306,24,3.8,14.24,28.2,30.58492643
311,423,102,3.8,13.9,28.6,48.03501065
312,449,248,3.9,14.44,28.9,62.5766532
313,449,230,3.9,14.19,29.2,60.98154488
314,402,409,3.8,14.87,29.4,70.45698386
315,281,612,3.7,14.78,29.5,73.64669977
316,322,439,3.6,15.27,29.6,62.38853695
317,295,421,3.4,15.36,29.5,56.38428861
318,208,562,3.1,15.87,29.4,54.5079995
319,144,680,2.9,16.23,29.0,51.13079236
320,173,471,2.6,16.95,28.7,38.65313014
321,141,429,2.6,16.95,28.7,30.11566693
322,103,402,1.3,22.02,27.0,21.95388711
323,57,516,0.8,24.92,24.9,16.51270654
324,40,336,0.3,34.96,22.8,7.881246421
325,15,105,0.5,37.37,21.7,1.782684437
326,0,0,0.7,36.18,20.7,0.0
327,0,0,0.9,38.47,19.7,0.0
328,0,0,1.1,40.43,18.8,0.0
329,0,0,1.3,41.71,18.3,0.0
330,0,0,1.5,41.97,17.8,0.0
331,0,0,1.7,42.24,17.7,0.0
332,0,0,1.9,42.18,17.6,0.0
333,0,0,2.1,41.91,17.7,0.0
334,0,0,2.2,42.12,17.7,0.0
335,0,0,2.3,42.38,17.6,0.0
288,0,0,2.4,53.74,-12.5,0.0
289,0,0,2.7,55.06,-12.8,0.0
290,0,0,2.9,51.86,-13.1,0.0
291,0,0,2.9,53.57,-13.5,0.0
292,0,0,2.9,49.77,-13.8,0.0
293,0,0,2.8,50.59,-14.0,0.0
294,0,0,2.7,47.48,-14.3,0.0
295,0,0,2.7,47.87,-14.4,0.0
296,0,0,2.7,45.15,-14.5,0.0
297,0,0,2.8,44.84,-14.4,0.0
298,0,0,3.0,43.4,-14.4,0.0
299,0,0,3.0,43.4,-14.4,0.0
300,0,0,3.0,42.76,-14.4,0.0
301,0,0,2.9,41.43,-14.0,0.0
302,1,0,2.9,41.55,-13.6,0.093861904
